,author,info,booklist
333,정동주,년 경남 진양에서 태어났다 장편시 순례자 서사시 논개를 비롯해 대하소설 백정 단야 민적 장편소설 콰이강의 다리 등 여 권의 시집과 소설집을 발표했다 마당굿 진양살풀이와 오페라 조선의 사랑 논개의 대본을 집필했다 년 초부터 인문학 공부를 시작하여 카레이스끼 또 하나의 민족사 부처 통곡하다 어머니의 전설  늘 푸른 소나무 느티나무가 있는 풍경 장계향 조선의 큰어머니 등 역사종교 분야를 읽고 썼다 년 중반 이후 한국중국일본의 차문화를 비교하여 한국 차문화의 독자성을 세우기 위한 비교차문화론 연구와 강의를 시작했다 년 차살림학을 정립하여 강의와 집필에 전념하고 있다 한국 차살림 한국인과 차  우리시대 찻그릇은 무엇인가 차우림이에 담긴 한중일의 차 문화사 조선 막사발과 이도다완 차와 차살림 등 차와 도자기 문화에 관한 비평적 연구의 성과물을 내놓고 있다,"순례자/논개/백정/단야/민적/콰이강의 다리/카레이스끼 또 하나의 민족사/부처, 통곡하다/어머니의 전설 /늘 푸른 소나무/느티나무가 있는 풍경/장계향 조선의 큰어머니/한국 차살림/한국인과 차 /우리시대 찻그릇은 무엇인가/차우림이에 담긴 한중일의 차 문화사/조선 막사발과 이도다완/차와 차살림"
334,이만교,평생 열심히 글을 썼지만 아직 흡족한 글을 쓰지 못했다 이러기도 쉽지 않으니 이것도 재주라면 재주랄까 열심히 써도 못쓰는 이유를 누구보다 잘 알게 되었고 열심히 써도 못쓰는 이유를 알고 싶어 하는 습작생들에게는 좋은 반면교사가 되었다 년부터 글쓰기 공작소 강좌를 통해 많은 시민들에게 저렇게 열심히 하면서도 못쓰다니 그에 비하면 내가 낫구나 하는 위로를 베풀었다 부자들이 어쩌다 하는 선행으로는 가난한 이들이 매 순간 행하는 당신은 나보다 잘 살고 있지 않소라는 위안을 결코 따라잡을 수 없듯 글쓰기에 있어 최고의 선행이란 부족한 데도 열심히 쓰지만 열심히 써도 안 되는 그럼에도 끝내 열심히 쓰는 사람이다 라는 자긍심 하나로 지금까지도 열심히 쓰고 있다 이러한 분투의 기록으로 나를 바꾸는 글쓰기 공작소 개구리를 위한 글쓰기 공작소 등을 출간했고 이번에는 그 년 결과물로 실전편을 펴낸다 과연 재주라면 재주 아니겠는가 그 외 결혼은 미친 짓이다 머꼬네 집에 놀러올래 아이들은 웃음을 참지 못한다 나쁜 여자 착한 남자 예순여섯 명의 한기씨 등을 출간했다,"나를 바꾸는 글쓰기 공작소/개구리를 위한 글쓰기 공작소/결혼은, 미친 짓이다/머꼬네 집에 놀러올래?/아이들은 웃음을 참지 못한다/나쁜 여자, 착한 남자/예순여섯 명의 한기씨"
335,이기철,년 경남 거창에서 태어나 영남대 국문과 및 동 대학원을 졸업했다 년 경북대학교 주최 전국대학생 문예작품 현상모집에서 시 여백시초가 당선되면서 당시 심사위원이었던 김춘수 시인과 만났다 년 현대문학으로 등단했다 년 첫 시집 낱말추적을 시작으로 청산행 전쟁과 평화 지상에서 부르고 싶은 노래 유리의 나날 내가 만난 사람은 모두 아름다웠다 사람과 함께 이 길을 걸었네 흰 꽃 만지는 시간 산산수수화화초초 등의 시집을 펴냈으며 소설집으로 땅 위의 날들 에세이집으로 손수건에 싼 편지 쓸쓸한 곳에는 시인이 있다 영국문학의 숲을 거닐다 등을 펴냈다현재 영남대학교 명예교수로 재직 중이며 청도 낙산에서 시 가꾸는 마을을 운영하고 있다대구문학상 후광문학상 김수영문학상 금복문화예술상 도천문학상 시와시학상 최계락문학상 등을 수상했다,낱말추적/청산행/전쟁과 평화/지상에서 부르고 싶은 노래/유리의 나날/내가 만난 사람은 모두 아름다웠다/사람과 함께 이 길을 걸었네/흰 꽃 만지는 시간/산산수수화화초초/땅 위의 날들/손수건에 싼 편지/쓸쓸한 곳에는 시인이 있다/영국문학의 숲을 거닐다
336,이규형,년 서울 출생이다 한양대 연극영화과를 졸업했다 년 대학 학년 때 쓴 청춘스케치라는 소설 한 편으로 일약 베스트셀러 작가가 된 이후 블루 스케치 미미와 철수의 청춘스케치 어른들은 몰라요 굿모닝 대통령 등의 감독으로 대활약 했으며 미미와 철수의 청춘스케치로 신인 감독상을 받기도 했다 저서로는 일본은 일본이다 일본을 읽으면 돈이 보인다 가 온다 불황을 읽으면 돈이 보인다 일만에 터지는 이규형의 일본어 장편 소설 보디가드등 약 여권이 있다,일본은 일본이다/일본을 읽으면 돈이 보인다/JJ가 온다/불황을 읽으면 돈이 보인다/6일만에 터지는 이규형의 일본어/보디가드
337,헤르만 헤세,세기 독일을 대표하는 작가 년 독일 남부 뷔르템베르크의 칼프에서 장남으로 태어났다 아버지 요하네스는 신교의 목사이고 어머니 마리는 인도에서 태어나 독일에서 교육을 받고 인도로 돌아가 그곳에서 영국인 선교사와 결혼하였으나 그와 사별한 후 요하네스와 재혼하여 그를 낳았다 헤세는 세부터 세까지 한때 스위스의 바젤에서 지낸 것 외에는 대부분 칼프에서 지냈다 년 신학교 시험 준비를 위해 괴핑엔의 라틴어 학교에 다니며 뷔르템베르크 국가시험에 합격했다년 마울브론 수도원 학교를 입학했으나 천성적인 자연아로서 개성에 눈뜨면서 미래의 시인을 꿈꾼 헤세는 신학교의 속박된 기숙사 생활을 견디지 못하고 그곳을 탈주 한때는 자살을 시도하기까지 하였다 이때의 경험은 지나치게 근면한 학생이 자기 파멸에 이르는 소설 수레바퀴 밑에서에 잘 나타나 있다 노이로제가 회복된 후 다시 고등학교에 들어갔으나 년도 못 되어 퇴학하고 서점의 점원이 되었다 그 후 한동안 아버지의 일을 돕다가 병든 어머니를 안심시키기 위해 칼프의 시계공장에서 년간 시계 톱니바퀴를 닦으면서 문학수업을 시작하였다년 낭만주의 문학에 심취한 헤세의 첫 시집 낭만적인 노래을 출간하며 작품 활동을 시작했고 산문집 자정 이후의 한 시간이 출간됐다 특히 첫 시집 낭만적인 노래는 라이너 마리아 릴케의 인정을 받았으며 문단에서도 헤세를 주목하기 시작했다 년 첫 소설 페터 카멘친트를 통해 유명세를 떨치게 되었으며 문학적 지위가 확고해졌다 세 연상의 피아니스트 마리아 베르누이와 결혼하고 스위스의 보덴 호반의 마을 가이엔호펜으로 이주한 후 글쓰기에 전념하였으며 년 이혼하고 스위스 국적을 취득하였다 년 헤세의 자전적 소설 수레바퀴 아래서를 출간했고 동화 차라투스트라의 귀환을 출간했다스위스 베른으로 이주한 후 년 차 세계대전을 맞는다 군 입대를 지원하나 부적격 판정을 받고 독일 포로 구호 기구에서 일하며 전쟁 포로들과 억류자들을 위한 잡지를 발행한다 그는 융의 제자인 랑 박사와 함께 정신 분석을 연구하며 융과도 알게 되었는데 그 영향이 데미안에 나타난다 이 작품은 고뇌하는 청년의 자기 인식 과정을 고찰한 작품으로 독일인에게 큰 영향을 끼쳤다 서른세 살이 되는 해 인도 여행을 감행하고 이 경험은 년 출간된 싯다르타에 투영되었다나치의 광기가 극에 달한 시기에 쓴 마지막 소설 유리알 유희는 년에 쓰기 시작해서 년에 최종적으로 완성 하였다 정신적인 봉사와 문화적인 삶을 추구하는 유토피아적 세계를 유리알 유희 속에 세웠다 유토피아적인 세계를 배경으로 동서양의 철학 문학 음악 등에 대한 광범위한 지식을 녹여내 유럽 지식인들의 찬사를 받았다 년 유리알 유희로 노벨문학상과 괴테상을 동시에 수상했다 두 개의 동화가 있는 크리스마스는 년 발표된 에세이로 헤세 동화집 두 형제에 담겨 있다 년에는 독일출판협회의 평화상을 받았다이후 정치적 논문 경고문 호소문 등 전쟁의 비인간성을 고발하는 글들을 발표하는 한편 이상 사회의 실현을 꿈꾸며 다양한 소재의 동화를 집필하기도 했다 계속해서 동방순례 등 세계 독자들을 매료하는 작품들을 발표했다 타고난 평화주의자로서 제차 세계대전 당시에는 전쟁을 비판하여 나치 정권으로부터 매국노라는 비난을 받기도 했다노년을 스위스의 한적한 시골 마을에서 보내며 수채화를 즐겨 그리고 정원 일을 매우 좋아했다 헤세는 화가로도 성공을 했으며 점 이상의 수채화를 남겼다그가 걸어온 긴 생애에는 인도 여행으로 동양에 대한 관심이 깊어진 일 제차 세계대전과 아버지의 죽음 아내의 정신병 그 자신의 신병 등 가정적 위기를 당하자 정신분석 연구로 이 위기를 타개하고 제차 세계대전 중 인간성을 말살시키려고 한 나치스의 광신적인 폭정에 저항한 일 등 많은 파란을 겪었지만 년 월 일 세상을 떠날 때까지 그는 오로지 자기실현의 길만을 걸었다 뇌출혈로 사망한 후 아본디오 묘지에 안치되었다소설 데미안은 년 헤르만 헤세가 모든 것을 다시 시작한다는 각오로 창작에 임했으며 에밀 싱클레어라는 가명으로 출판한 소설이다 이후 평론가들의 끊임없는 연구와 분석을 통해 원작자가 헤르만 헤세인 것으로 밝혀졌다 소설 데미안은 당시 사회는 물론 오늘날에 이르기까지 많은 이들의 가슴을 두드리고 있으며 자아 정체성을 찾아가는 인간 내면의 혼란과 시대적 상황에 대한 깊은 성찰로 의심의 여지가 없는 명작 소설로 손꼽힌다새는 알을 깨고 나오려고 몸부림친다 알은 세계다 태어나려는 자는 하나의 세계를 파괴해야만 한다 새는 신에게로 날아간다 그 신의 이름은 아브락사스이다 작품 데미안에 나오는 말이다 이 유명한 말을 모르는 사람이 거의 없을 정도로 헤르만 헤세는 우리나라에서 최고의 인기를 구가하는 작가 중의 한 사람이다 그렇다면 무엇이 그의 작품에 흠뻑 빠지도록 만들고 특히 우리의 청소년들에게는 거의 필독서가 되었을까헤세의 대부분의 소설은 자기가 겪은 그때그때의 역사적 현실과 밀접한 관계가 있지만 헤세는 단 한 번도 시대 자체를 자기 소설의 주제 또는 대상으로 삼지는 않았다 한 사회와 함께 있는 집단 인간을 생각하지 않았고 반대로 개인 인간을 중시하였기 때문이다 즉 작가 자신의 체험을 자서전적으로 묘사하였고 그의 작품 주인공들 모두가 청소년이다 헤세의 문학 세계는 세상에 대한 적극적인 고독과 반항의 기록이고 영원한 청춘의 기록이다 세기와 세기 독일 기독교 주류 사회의 엄격한 계율과 관습에 적응하지 못하고 끊임없이 고독에 시달렸지만 자기 자신을 극복하고 인간성을 말살시키는 그 당시의 위압적인 분위기에 결코 굴복하지 않았다주요작품으로 제의 장편소설 수레바퀴 밑에서 로스할데 크눌프 정신분석 연구로 자기탐구의 길을 개척한 대표작 데미안 싯다르타 황야의 늑대 나르치스와 골트문트 황야의 이리 지와 사랑 동방여행 노벨문학상 수상작인 유리알유희 헤세와 로맹 롤랑의 왕복서한 등이 있다 또 이 밖에 단편집 시집 우화집 여행기 평론 수상 서한집 등 다수의 작품이 있다,수레바퀴 밑에서/낭만적인 노래/자정 이후의 한 시간/낭만적인 노래/페터 카멘친트/수레바퀴 아래서/동화/차라투스트라의 귀환/데미안/싯다르타/유리알 유희/유리알 유희/유리알 유희/두 형제/동방순례/데미안/데미안/데미안/수레바퀴 밑에서/로스할데/크눌프/데미안/싯다르타/황야의 늑대/나르치스와 골트문트/황야의 이리/지와 사랑/동방여행/유리알유희/헤세와 로맹 롤랑의 왕복서한
338,윤승운,간략한 표현에 따른 과장과 웃음을 주요 테마로 하는 명랑만화의 대표작가 년 함경북도 종성에서 태어난 윤승운 작가는 년대 길창덕의 뒤를 이어 신문수 이정문 박수동 등과 함께 년대 명랑만화 전성기를 이끌었다 두심이 표류기요철발명왕맹꽁이 서당등 지금까지 약  여권의 책을 냈다 특히 대표작인 맹꽁이 서당에서 조선시대 야사를 어린이 눈높이에 맞춘 입담으로 풀어 보인 시도는 요즘 유행하는 학습만화보다 높은 수준의 스토리텔링 기법으로 평가된다현재 남양주시 자연농장에서 농사를 지으며 만화 창작도 잇고 있다 아파트 개발로 동네에 버려진 개들을 그냥 보고만 있지 못해 개집을 지어 키우는 마음씨 넉넉한 할아버지이다 요철이가 당신의 아바타라고 할 만큼 손재주가 비상해 웬만한 물건은 손수 뚝딱 만들어낸다,두심이 표류기/요철발명왕/맹꽁이 서당/맹꽁이 서당
339,앨빈 토플러,미국의 미래학자 년 뉴욕에서 태어나 뉴욕 대학을 졸업한 뒤 모교를 비롯 개 대학에서 명예 박사학위를 받았다 공장 노동자 생활을 했는가 하면 신문 기자로도 일했다 년 이후로는 줄곧 저널리즘의 세계에서 활약하고 있으며 년에서 년까지 년에 걸쳐서는 포춘지의 부편집장을 지내기도 했다 코넬 대학개원교수 및 록펠러 재단 미래 연구소  회사의 컨설턴트로도 활동했다 앨빈 토플러의 아내이자 미래학자인 하이디 토플러는 법학과 문학 등 여러 분야에서 명예박사 학위를 받았고 사회사상에 대한 기여를 인정받아 이탈리아 공화국 대통령 메달을 수상했다 토플러 부부는 토플러 어소시에이츠 를 공동 창설하여 세계 여러 나라의 정부와 기업들을 대상으로 경제와 기술의 발전 사회 변화에 대해 조언했다 주요 저서로는 문화소비자미래의 충격퓨쳐리스트에코스파즘등이 있다그의 대표작 제의 물결은 사라져 가는 산업 문명을 기술영역 사회 영역 정보 영역 권리 영역이라는 면에서 분석하고 그 영역들이 모두 오늘날의 세계에서 어떻게 혁명적 변혁을 이룩하고 있는가에 대해 설명해 준다 미래의 충격은 제의 물결 후속작으로 인간에게 격심한 변화가 닥쳤을 때 인간은 도대체 어떠한 상태에 이르게 될 것인가 그리고 어떻게 하면 미래의 변화에 적응할 수 있을 것인가 등에 대한 답을 담은 책이다 권력이동은 제의 물결과 미래의 충격에 이어 세기를 향해 변화하는 폭력 부 지식 등 사회 각부문의 권력격변은 어떤 형태를 취하고 있는지 권력 격변의 근원지는 어디인지 앞으로 올 변화를 누가 어떻게 통제할 수 있을 것인지에 대해서 다룬다앨빈 토플러의 부의 미래에서 엘빈 토플러는 다가올 제물결을 예고한다 인류가 직면하고 있는 지식 혁명의 대 소용돌이를 명쾌하게 분석했다 심화된 제물결이 가져올 심층 기반의 변화 그로 인해 도래할 새로운 부 창출 시스템이 우리의 일상생활 사회 더 나아가 문명에 미칠 영향력까지 심도 있게 밝히고 있다 앨빈 토플러는 혁명적 부 창출의 요인으로 시간 공간 지식을 꼽는다 그는 자칫 평범해 보일 수도 있는 이 요인을 비즈니스는 물론 경제 사회 전반을 주관하는 기반 펀더멘털 내면 깊숙한 곳에서부터 작용하고 있는 심층 기반 으로 규정했다 토플러가 주목한 심층 기반 중 가장 핵심적이라고 할 수 있는 지식에 관해서는 기본적으로 지식이 자본주의의 존립 기반인 공급의 유한성을 뛰어넘는다는 것에 주목한다 그는 지식이 상호 작용하면서 더 거대하고 힘 있는 지식으로 재편되고 있다고 말한다 더불어 무한대의 속도로 지식이 변화 발전하고 있기 때문에 무용지식과 진실을 구별해 내는 방법을 익혀야 한다고 강조한다 그는 기존의 진실 여과 장치의 허울과 진실 여과 장치로서의 과학의 중요성을 밝히며 어떤 진실 여과장치를 사용하느냐에 따라 미래 경제의 모습이 달라질 것이고 과학에 가해지는 위협을 해결해야만 혁명적 부를 창출할 수 있다고 주장한다 그 밖에도 권력이동 전쟁과 반전쟁 미래를 위한 학습 예견과 전제 부의 법칙과 미래 앨빈 토플러 불황을 넘어서 등이 있다,"포춘/문화소비자/미래의 충격/퓨쳐리스트/에코스파즘/제3의 물결/미래의 충격/제3의 물결/권력이동/제3의 물결/미래의 충격/앨빈 토플러의 부의 미래/권력이동/전쟁과 반전쟁/미래를 위한 학습/예견과 전제/부의 법칙과 미래/앨빈 토플러, 불황을 넘어서"
340,앤 타일러,예술성과 대중성을 겸비한 미국 문단의 대표적 여류 작가다 년 미네소타 주 미니애폴리스에서 태어났고 노스캐롤라이나 주 롤리에서 자랐다 열아홉 살에 듀크 대학교를 졸업했고 곧바로 컬럼비아 대학교에서 러시아 문학 대학원 과정을 밟았다앤 타일러는 세 때 아침이 오면   을 발표한 이래 이제까지 여 편의 장편과 여 편의 단편 수많은 서평을 발표하여 작가로서 독보적인 위치를 확보하고 있으며 특히 년 미국서적비평가협회상을 수상한 우연한 여행자  가 영화화되고 년 퓰리처상을 수상한 종이시계원제  는 장기간 베스트셀러 목록에 오르며 독자들의 관심을 집중시켰다 스무 번째 소설인 푸른 실타래     년에 맨부커상 최종 후보자 명단에 올랐다출판될 때마다 빠짐없이 뉴욕타임즈 베스트셀러 목록에 오르는 앤 타일러의 작품은 사물을 관찰하는 예리하면서도 따뜻한 눈 인간성에 대한 신선한 통찰력 날카로운 유머 감각 특히 생생하게 살아 움직이는 인물 묘사로 높은 평가를 받는다 앤 타일러는 미국 예술문학 아카데미     의 회원이다현재 정신과 의사인 남편과 두 딸과 함께 볼티모어에서 사는 그녀는 철저하게 유명세를 거부하며 은둔을 고집하지만 미국은 물론이고 세계 각국에서 끊임없이 인기를 끌고 있다 작품으로는 종이시계 깡통나무 태엽 감는 여자 우연한 여행자 아마추어 메리지 등이 있다,아침이 오면If Morning Ever Comes/우연한 여행자The accidental tourist/종이시계/푸른 실타래A Spool of Blue Thread》/뉴욕타임즈/종이시계/깡통나무/태엽 감는 여자/우연한 여행자/아마추어 메리지
341,토니 모리슨,년 미국 오하이오 주의 작은 마을인 로레인에서 태어난 토니 모리슨은 미국 북부에서 자랐지만 유전적으로나 역사적으로나 남부적 전통을 지난 가계의 후손이다 아버지는 백인을 증오하는 조선소 용접공이었고 어머니는 인종 차별과 그 역차별까지 반대하는 사람이었다 토니 모리슨은 인종 차별은 물론이고 미국 사회의 다양하고 극심한 차별이 없어지는 날이 올 거이라고 믿어 의심치 않는 어머니의 영향을 많이 받으면서 컸다 교육적이고 종교적인 환경에서 자라던 어린 모리슨은 인디언 태생의 발레리나 마리아 톨치프를 우상으로 여겼다 년 흑인을 위해 설립된 하워드대학교에서 영문학을 전공하고 년 코넬 대학교에서 문학석사학위를 받았다그녀는 대학에서 버지니아 울프와 윌리엄 포크너를 연구했다 시점 교차와 다중 화법 현실과 비현실의 넘나듦 전설과 이야기 등으로 특징되는 토니 모리슨의 작품 세계가 두 거장 소설가로부터 일정하게 영향을 받았음을 알 수 있다 더욱이 버지니아 울프의 등대로 같은 작품이나 윌리엄 포크너의 압살롬 압살롬 같은 작품은 토니 모리슨 작품의 양대 축인 여성과 인종이라는 강렬한 소재의 원천이 된다코넬 대를 졸업 후 대학에서 강의하다가 년부터 랜덤하우스 출판사의 편집자로 일하면서 본격적으로 작품을 쓰기 시작했다 텍사스 서던 대학교에 이어 하워드 대학교에서 학생들을 가르치면서 틈틈이 단편들을 발표했다 백인 중심주의 문화와 그 이야기 방식에서 벗어나는 글쓰기를 한 그녀는 특유의 복합적인 내러티브와 다중 화자혹은 다층 시점 방식을 통해 자기 목소리를 찾아내기 위한 흑인 소설가의 강렬한 자의식의 무기를 획득하였다우울증과 고립에 대한 자신의 치료법을 기술한 가장 파란 눈을 데뷔작으로 주목받았고 모리슨의 이름이 점차 대중적인 인지도를 얻게 되었다 이어 술라 솔로몬의 노래 등을 발표하며 대중과 평단을 모두 사로잡았다 그리고 년 출간한 소중한 사람들 로 퓰리처 상을 년 노벨문학상을 받았다 년까지 프린스턴 대학의 로버트  고힌 기금교수로 있었다 이후 루브르 박물관 강의를 하였고 년 프린스턴 대학으로 돌아와 이방인의 집이라는 세미나를 이끌고 있다가장 파란 눈은 인종적인 증오심 역사적 기억 현란한 언어 구사에 이르기까지 이후 토니 모리슨 작품의 특징을 이루는 요소들이 모두 망라되어 있어 모리슨의 작품세계를 이해하는 데 중요한 역할을 한다는 평을 받는다 소중한 사람들 은 그녀에게 미국 언론 최고의 권위인 퓰리처상을 안겨주었다 한 여인이 자신의 딸이 노예가 되지 않도록 살해한 눈물겨운 얘기를 담고 있는 이 소설은 정열적이고도 현란한 언어와 서정적인 감동의 힘으로 구성 경험에서 나온 진실과 비전을 섬세하게 교직 하는데 성공하였다 환상과 암시적인 시적 문체를 사용하고 신화를 풍부하게 짜 넣은 그녀의 작품은 힘이 있고 구성이 치밀하다년 출간한 대표작 빌러비드로 퓰리처상 전미도서상 로버트  케네디 상 등을 수상했고 년 흑인 여성 작가 최초로 노벨문학상을 수상했다 년 프린스턴대학교의 교수직에서 퇴임한 후 집필활동에 매진해 소설 자비 고향 하느님 이 아이를 도우소서 희곡 데스데모나를 출간했고 잡지 네이션 편집위원으로도 활동했다또한 그녀는 작가이기 전에 세 명의 아이들을 키운 엄마로서 아이들을 위한 동화책에 관심을 가지고 있었다 아이들이 읽는 책은 그 아이들이 커서 어른이 될 때 올바른 가치관과 세계관에 영향을 미친다는 작가로서의 책임의식이 있었기 때문이다 엄마로서 직접 체험한 감성을 바탕으로 동화책을 쓰고자 하였으며 그 꿈을 아들인 슬레이드 모리슨과 함께 동화책을 쓰며 실현시켰다 향년 세로 년 월 일 별세했다년 미국 흑인 최초로 노벨문학상을 수상하여 전 세계인의 이목을 흑인 문학에 집중시킨 작가이자 타임지 선정 미국에서 가장 영향력 있는 인물 명 중 하나로 꼽히는 작가로 그녀는 작품속에서 흑인들의 문제를 적극적으로 다룬다 이러한 소재를 정교한 문체와 서정적인 어구들로 아름답게 구현하여 감동을 이끌어낸다는 평을 받는다 특히 정체성 회복에 많은 관심을 두어 비난의 목소리를 담기 보다는 미국 흑인들의 뼈아픈 그리고 잊혀진 역사를 작품의 틀로 삼고 이를 복원하고자 한다 한 곡의 재즈음악을 듣는 듯한 유창한 서술 그 속에서 배어 나오는 흑인들의 깊은 절망과 한숨이 촘촘히 박아놓은 토니 모리슨의 언어 속에는 그녀 한 사람이 아닌 많은 이들의 목소리가 울려퍼진다저서로는 가장 푸른 눈 소중한 사람들빌러브드 술라 재즈 솔로몬의 노래 네모 상자 속의 아이들 파라다이스 얄미운 사람들에 관한 책 누가 승자일까요 타르 베이비  빌러비드 등 다수가 있다,등대로/압살롬 압살롬/가장 파란 눈/술라/솔로몬의 노래/소중한 사람들 Beloved/가장 파란 눈/소중한 사람들 Beloved/빌러비드/자비/고향/하느님 이 아이를 도우소서/데스데모나/가장 푸른 눈/소중한 사람들(빌러브드)/술라/재즈/솔로몬의 노래/네모 상자 속의 아이들/파라다이스/얄미운 사람들에 관한 책/누가 승자일까요?/타르 베이비/A Mercy/빌러비드
342,파울로 코엘료,전 세계 개국 이상 개 언어로 번역되어 억 천만 부가 넘는 판매고를 기록한 우리 시대 가장 사랑받는 작가 년 리우데자네이루에서 태어났다 저널리스트 록스타 극작가 세계적인 음반회사의 중역 등 다양한 방면에서 활동하다 년 돌연 이 모든 것을 내려놓고 산티아고데콤포스텔라로 순례를 떠난다 이때의 경험은 코엘료의 삶에 커다란 전환점이 된다 그는 이 순례에 감화되어 첫 작품 순례자를 썼고 이듬해 자아의 연금술을 신비롭게 그려낸 연금술사로 세계적 작가의 반열에 오른다이후 브리다 베로니카 죽기로 결심하다 피에트라 강가에서 나는 울었네 악마와 미스 프랭 오 자히르 알레프 아크라 문서 불륜 스파이 히피 등 발표하는 작품마다 전 세계적으로 큰 반향을 일으킨다 년 연금술사로 한 권의 책이 가장 많은 언어로 번역된 작가로 기네스북에 기록되었다 년 브라질 문학아카데미 회원으로 선출되었고 년  평화대사로 임명되어 활동중이다 프랑스 정부로부터 레지옹 도뇌르 훈장을 수훈하는 등 여러 차례 국제적인 상을 받았다 파울로 코엘료는 에 가장 많은 팔로워가 있는 작가로 독자들과 활발히 교류하며 일상을 나누고 있다,"순례자/연금술사/브리다/베로니카, 죽기로 결심하다/피에트라 강가에서 나는 울었네/악마와 미스 프랭/오 자히르/알레프/아크라 문서/불륜/스파이/히피/연금술사"
343,토머스 해리스,선과 악 정상과 비정상 구속과 해방 욕망과 도덕 광기와 이상 심리의 경계를 넘나들며 어디서도 볼 수 없는 독보적인 캐릭터를 창조해내는 스릴러의 거장이다 미국 테네시 주에서 태어나 베일러대학교에서 영문학을 공부했다 와코 뉴스 트리뷴의 경찰 출입기자를 거쳐 사회부 기자로 일하는 동안 주로 엽기적이고 잔혹한 살인사건을 취재했는데 이때의 경험이 훗날 작품 활동을 하는 데 영향을 미친 것으로 알려져 있다토머스 해리스의 대표작이자 그를 세계 최고의 반열에 오르게 한 양들의 침묵은 조너선 드니 감독의 영화로 더욱 유명해졌다 영화 양들의 침묵은 년 아카데미 시상식에서 작품상 감독상 남우주연상 여우주연상 각색상 등 무려 다섯 개 부문을 수상하는 기염을 토했다 양들의 침묵 이후 년 만에 선보인 한니발은 년 월 출간 즉시 초판 만 부가 판매되어 미국 출판 사상 초판 최고 판매부수 최고 계약금 최대 판권료라는 대 기록을 갱신했다 그리고 한니발 라이징 출간 이후 년 만에 신작 카리 모라를 출간하며 또 하나의 인상적인 스릴러 주인공을 탄생시켰다,양들의 침묵/양들의 침묵/한니발/한니발 라이징/카리 모라
344,버크 헤지스,베스트셀러 저자이자 동기부여 강사 기업가다 파이프라인 우화를 비롯해 그가 쓴 책은 개 언어로 번역되어 세계적으로 백만부 이상 팔렸다 탐파베이 지역에 급속하게 성정하고 있는 몇 개의 사업체를 운영하고 있으며 유창한 말솜씨로 강의를 통해 전 세계적으로 자유기업과 자기계발의 메시지를 전파하고 있다,파이프라인 우화
345,주드 데브루,계약결혼 말괄량이 상속녀 영원보다 긴 사랑을 포함해 마흔세 권의 뉴욕타임즈 베스트셀러를 썼다 할리퀸 로맨스계 대모라 불리는 그녀의 작품은 전 세계적으로 천만 부 이상 팔렸다  올해의 로맨틱 타임스 파이오니어 어워드에서 수상한 바 있다,계약결혼/말괄량이 상속녀/영원보다 긴 사랑
346,Geoffrey A. Moore,제프리 무어는 저자이자 강연가이며 비즈니스 컨설턴트로 무엇보다도 첨단기술 분야의 마케팅 전문가이다 스탠퍼드대학교를 졸업한 후 워싱턴대학교에서 영문학 박사학위를 받고 올리벳대학교에서 교수를 역임한 바 있다 현재는 시스코 컴퓨웨어 마이크로소프트 코그니전트  등 첨단기술 분야를 선도하는 기업들에게 경영 자문과 교육 서비스를 제공하는 캐즘 그룹을 운영하고 있다그는 년에 출간한 캐즘 마케팅에서 실리콘밸리 첨단기술 기업들의 성장과 실패 과정을 체계적으로 분석하였다 이 책은  마케팅으로 대표되는 기존의 소비자마케팅과는 다른 첨단기술 산업만의 마케팅 전략을 제시하여 큰 반향을 일으키며 전 세계적인 베스트셀러가 되었다 이 책의 차 개정판인 제프리 무어의 캐즘 마케팅에서 그는 첨단기술 업계의 성공과 실패에 관한 가장 최근 사례를 보여주면서 디지털 세계에 통용되는 새로운 마케팅 전략과 그에 관한 최신 자료를 제공하고 있다 그 외 저술한 책으로는 토네이도 마케팅        등이 있다,"캐즘 마케팅/제프리 무어의 캐즘 마케팅/토네이도 마케팅/Escape Velocity, Living on the Fault Line"
